title,body
"Can half-siblings show different relationships to extended family?","<p>My husband has found a half sibling, first on Ancestry showing a match of 1542 cm over 77 segments, and then confirmed on 23andme with a suggested relationship of ""half sibling"". Ancestry only showed ""close family - 1st cousin"" so the 23andme test was done to confirm.  </p>

<p>Neither of them knew their birth father, and both of their mothers have similar stories about where they met him, his background, etc. Both mothers are American with European background, but the birth father had arrived from a different country shortly before they were born (and DNA shows they both have almost 50% of this nationality, which their mothers do not have).  </p>

<p>They are 4 years apart in age, so we had ruled out grandparent relationships. Based on the accounts of the birth father's age, aunt/uncle is not possible.  But on 23andme, my husband and his half sister show different family relationships with extended family on that side.  </p>

<p>For instance my husband has two ""2nd cousins"" sharing about 3%, while his half sister shows these relatives as 3rd to 4th cousins, sharing 1% or less. Another relative shows 3rd cousin to my husband but 5th to her. Is this likely to happen with half siblings, due to how the DNA is distributed? Or does it mean something else?</p>
"
"Are 1,053 shared cM likely to be a cousin or a half sibling?","<p>I found a 1st cousin not connected to my mom and my dad was an only child. She has 1053 cM on 40 DNA segments. I have heard people say 1st cousins can also be half-siblings?  </p>

<p>If she is a first cousin and my dad had a half-sibling he did not know, would her cm be that high and if so how could I find this aunt/or uncle if he doesn't know we exist?  </p>

<p>I am female..my mom did a DNA test and she does not match with this cousin. My Dad is no longer living.</p>
"
"Importing .fbc, .ftmb files into Linux GRAMPS?","<p>Will Linux GRAMPS import .fbc and .ftmb files?</p>

<p>If not, is there a stand alone Linux utility that will convert .fbc and .ftmb to gedcom?</p>
"
"Passenger manifests - internal sailings uk?","<p>Being ignorant of these matters I presume a list/timetable of sailings still exists.</p>

<p>from this I might be able to shortlist any sailing that might give me the information I'm searching for.</p>

<p>Firstly, have these survived in any form- if they ever existed?</p>

<p>If there are surviving records where and how would you access them? digitised?</p>

<hr>

<p>As I have only just scratched the surface on this- I presume the lists of foreign ports calling at several uk ports will have the internal travellers listed.</p>

<hr>

<p>I suppose a bit of background could help you to to help me.</p>

<p>Sidney had seen service in the Boer war.On his way back he reached the end of his service. They disembarked and went to Fermoy barracks and soon absconded. </p>

<p>I don't know if this was commonplace or not but I'm wondering could he have gone back on the ship that carried the rest of his unit(presumably he knew the details)? Would/should this have been recorded in his record- which it wasn't. Would they have listing for who was onbtroopships?</p>

<p>cheers.</p>
"
"Reading old 16th century baptism records","<p>I'm tracing the name ""Lorberg"" back as far as I can in the UK, and recently discovered a 16th century baptism record; much older than other records I've found previously. However, I'm struggling to actually read the name ""Lorberg"" on the record:</p>

<p><a href=""https://i.stack.imgur.com/1Nndx.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/1Nndx.png"" alt=""Baptism record""></a></p>

<p>Ancestry has this transcribed as:</p>

<ul>
<li>Annis Lorberg</li>
<li>Baptised 6 Oct 1583</li>
<li>Father: William Lorberg</li>
</ul>

<p>To me the record is the third one down, and I read it as ""6 day and baptised Elizabeth(?) (and?) Annie daughter of William"" - I can't see anything that looks like ""Lorberg"" there.</p>

<p>Am I missing something, or looking in the wrong place? It does look like the page may have been cut off at the margin, but if so then how was it able to be transcribed as above?</p>
"
"How does this cousin have NO relation to other cousin?","<p>My husband and two of his cousins had their DNA done. </p>

<p>Cousin A comes back as 1st cousin (as he should) cousin B comes back as distant 6th-8th cousin. </p>

<p>Cousin A and B have NO relation. </p>

<p>Cousin B also has no relations through they're mothers side (which is how they are related) how is this possible? </p>

<p>Also cousin B has no relation to husbands half sister (they're mothers is how they should be related).</p>

<p>How does cousin B have relation to my husband but no one else?</p>
"
"Is Tanguay's ""Dictionnaire Genealogique"" considered to be reliable?","<p>Fr. Cyprien Tanguay's <em>Dictionnaire généalogique des familles canadiennes depuis la fondation de la colonie jusqu'à nos jours</em> (Montréal: Eusèbe Senécal, 1871-1890) covers many of my French-Canadian ancestors from the 17th and 18th centuries. In many (most?) cases, his is the only source I have been able to find. (I'm an amateur with a very limited research budget...)</p>

<p>Wikipedia says:</p>

<blockquote>
  <p>Although his dictionary does contain some errors and occasional speculations on possible relationships for which no evidence was known to Fr. Tanguay, his work is of a high calibre and has withstood the passage of time exceedingly well.</p>
</blockquote>

<p>This statement does not cite any references, so I'm not sure what experts think.</p>

<ul>
<li>Do experts still consider his work to be sound?</li>
<li>How likely is my research to contain errors where my sole source for facts is Tanguay?</li>
<li>I'd also be interested in knowing if there is some collection or critique of his work that would enumerate the errors or speculations.</li>
<li><strong>In the absence of access to original records, what are the risks of relying upon Tanguay's <em>Dictionnaire</em>?</strong></li>
</ul>
"
"When a genealogist decides to formally publish their years of family history research, are the privacy concerns the same as for online publication?","<p>Specifically, are they allowed to include in the publication mention of family members that are <strong>living</strong>?</p>

<p>Does this also apply to less formal <em>print publications</em>, such as binders created at family reunions? Many family clans create publications that include details about birth, death, milestone dates such as graduation, place of residence, etc. of multiple members of the family (living or deceased). Some members are included in this information whether they attend the reunion or not (perhaps their info is added by a well-meaning Aunt Mabel). Are the privacy rules here the same as for online publication? How would they differ?</p>

<p>NOTE: There have been numerous questions about the right to publish information online, but I'm wondering how this differs for bound print publications. If Aunt Mabel decides to write a book, can she include me in her story about the clan?</p>
"
"Determining what old document with Illegible handwriting says?","<p>When looking through handwritten records, I found a document. Some fields are legible and matched information I already knew. However, the name is written illegibly. I cannot read it for the life of me. Because I can't read that, I don't know for sure if this is the record I'm looking for or not. </p>

<p>What should I do now? In general, what actions should be taken when illegible handwriting is encountered?</p>

<p>Here is an <a href=""https://familysearch.org/pal:/MM9.3.1/TH-1-16955-57677-96?cc=1849782&amp;wc=9370572"" rel=""noreferrer"">image</a>:
<img src=""https://i.stack.imgur.com/hlwWY.jpg"" alt=""Record picture""></p>

<p>It is the second entry pictured (number 136). </p>
"
"Sharing research results, getting credit","<p>Say you've spent a considerable amount of time, and perhaps some money as well, documenting a set of families. The work has paid off, and one of the rewards is to share it with people who may be living descendants of those documented by your research. </p>

<p>The problem is that once you publish your research on a public web site of your choice, nothing prevents other (well-meaning) people&mdash;often your relatives!&mdash;from copying your work without attribution and incorporating the metadata and images related to the records you uncovered into their trees. </p>

<p>In some areas of human intellectual endeavor (e.g., academic publishing), this would be considered plagiarism. In other areas <a href=""http://creativecommons.org/"" rel=""nofollow"">Creative Commons</a> or other licensing may be used to allow reuse but to require people to give credit to the authors of the documents or other artifacts (e.g., software source code).</p>

<p>How should genealogists approach this situation? I can imagine several possible tactics, each with its own trade-offs:</p>

<ol>
<li><p>Don't publish anything in machine-readable ways. Making it difficult to incorporate information into other people's trees will deter some people; those who are not deterred are much more likely to cite the source. The downside is that fewer people will see the information because it will not be as easy to find, and that re-typing information from it (using it as a source) will be a source of errors.</p></li>
<li><p>Publish machine-readable information, but do so with privacy settings that require others to ask for documents. This makes it easier to keep track of who gets the information, and you might be able to ask them to attribute to work appropriately. No guarantees, of course.</p></li>
<li><p>Publish machine-readable information publicly, and contact those who use your information after the fact to ask them to give due credit. They are less likely to bother, but it does benefit more people who have access to the evidence you have collected.</p></li>
<li><p>Don't care about who does what. After all, as we used to say in an early (and successful) non-genealogical research project I was involved in, ""<a href=""http://www.cs.cmu.edu/~mprice/quotes.htm"" rel=""nofollow"">your ideas will be stolen, whether they are yours or not.</a>""</p></li>
</ol>

<p>I am curious to know which of these, or what other, solutions people have adopted, and if there are ways in which we can change best practices in the field to reward the effort that goes into our research.</p>

<p><strong>Clarification</strong>:</p>

<p>Many of the excellent answers below had assumed a more polished form of publication than I had intended to convey in my question. I was referring merely to the accumulation of historical records associated with people in a tree, such as one that might be maintained at Ancestry.com. Clearly the copyright-able aspect of this is not the individual record, but the accumulation of such records to document an individual's (or a family) history. My gut feeling about this is that since it may have taken a considerable effort to put this together, that effort should be recognized. That was the point of my question: how best to protect that intellectual (and modest financial) effort?</p>
"
"Tracking family names and migration patterns using GIS?","<p>I posted a question, <a href=""https://gis.stackexchange.com/questions/31241/using-web-mapping-and-geocoding-to-track-genealogical-data"">Using web mapping and geocoding to track genealogical data</a>, over at Geographic Information Systems SE awhile ago, so I was quite excited when I saw the proposal for this site. I realised that my question has two components, namely the GIS side and the genealogical side, which is why I thought I would post the relevant part here.</p>

<p>Over the last year, I have gotten involved in researching my family tree. My paternal grandfather came from a remote island in the Atlantic, along with hundreds of others of his generation, and many of them settled within the same area. As the island is very small, they shared a small number of family names (a few dozen surnames, with multiple variations of the same name). </p>

<p>The recently established Society has compiled a small contacts database of known descendants living in the city (and by extension, any family members who are in other parts of the country as well). At the moment, all they have is the basic contact details of the individuals, and once every few months, a meeting is held to touch base with everyone. </p>

<p>Coming from a GIS background, I know the Society can benefit greatly from my mapping skills to keep track of the descendants, and eventually start tracing back the family trees spatially. What I would like to know is, from a genealogical viewpoint, is simply starting with known family surnames enough? What data should I request from the Society members? I don't want to broadly request ""all the data you have"", as it would add too much complexity at this stage.</p>

<p>To clarify, I would not be keeping track of the family relationships per se, but more a case of ""out of the 20 Jones who originally arrived here, there are now 300 Jones families"" etc. I would be relying on the other members of the society to provide the genealogical data, while I would build up and analyse the spatial information.</p>
"
"Reducing cost of BMD Certificates in England and Wales?","<p>The cost of BMD certificates from the General Records Office (GRO) of England and Wales is quite expensive (£9.25 at time of writing) but what is preventing the obvious streamlining of this?</p>

<p>The GRO, now part of the Identity and Passport Service, only send copies of certificates by post, and they're on fancy paper with an official stamp at the bottom. This works OK, even with international postage, although it usually takes a couple of weeks for them to arrive. Even with this cost, though, the GRO claim the process is losing money (hence the previous price increase).</p>

<p>There have been a number of discussions about doing electronic, research-only certificates by email, and even a recent petition (<a href=""http://epetitions.direct.gov.uk/petitions/1792"" rel=""nofollow"">BMD ePetition</a>) but I'm not aware of anything happening in response.</p>

<p>The advantages seem obvious to me: digital copies mean savings on paper, printing and postage. There must be some type of electronic scan in process now so why not persist the images and index them for potential further use. This would contribute to an image database from which the GRO could leverage further monies in the future. Furthermore, since people (including me) would be more inclined to buy extra certificates at the lower cost then the GRO might actually make more money, and also save further money by having to do less manual searches on behalf of people.</p>

<p>Is the lack of movement due to bureaucracy, legislation, or some other obstacle?</p>
"
"How to do research using local resources remotely?","<p>My great great great grandfather spent some of his life in Houghton, Houghton, Michigan, United States, and I would like to find more records for that area regarding his family. The problem is that I live in Utah and cannot make a trip myself.  </p>

<p>I can call the local library, but would they be willing to send me the information I need?  What is the best way to get research done from such a far distance?</p>
"
"Accessing data 'natively' in Gramps?","<p>One of the several places I have my genealogy data is in gramps (see <a href=""http://gramps-project.org/"" rel=""nofollow"">http://gramps-project.org/</a>), an open source program written in python (a very easy to learn computer language for those interested). I have written several programs of my own playing with my data, starting with either gedcom or csv exported from either gramps or one of the other programs I use (eg myheritage). Gramps uses a more pythonic data model (eg people are python objects - see <a href=""http://www.gramps-project.org/docs/gen/gen_lib.html#module-gen.lib.person"" rel=""nofollow"">http://www.gramps-project.org/docs/gen/gen_lib.html#module-gen.lib.person</a>). Is there a file somewhere that has this data in it then I can just copy and use in other programs? Or is there an easy way to extract the data in it's native python format? </p>

<p>I have tried to figure this out by reading the source but I don't understand the overall design well enough to find the hook I'm looking for. I'm hoping someone more familiar with gramps can point me in the right direction.</p>

<p>I've looked at the db api, but did not understand well enough so I (erroneously now that I've read the answers to this questions) thought that it would not be applicable.</p>
"
"What is the Russian town in this census listing?","<p>I'm trying to determine my (step-)grandparents' birth place from the 1916 Canadian Census. The relevant portion is this:</p>

<p><img src=""https://i.stack.imgur.com/5vpne.jpg"" alt=""Birth Place""></p>

<p>For context, <a href=""http://www.collectionscanada.gc.ca/databases/census-1916/001100-119.02-e.php?&amp;document_id_nbr=1309&amp;page_sequence_nbr=1&amp;interval=20&amp;&amp;page_id_nbr=13030"" rel=""nofollow noreferrer"">here is the entire record</a>. The people in question are listed as Louis Keslar (line 3) and Sara Keslar (line 4).</p>

<p>I've been struggling with this since February when I discovered the record. The transcription of the information at the Ancestry.com page lists the towns as ""Ogec, Russia"":</p>

<p><img src=""https://i.stack.imgur.com/DHsEm.jpg"" alt=""enter image description here""></p>

<p>Clearly, the town name could be interpreted many different ways just from the handwriting and Oyic is quite possible as well. The key thing is that the spelling will not be correct. Louis and Sara did not write the name of the town and wouldn't have been able to spell it in English. They would have just said it to the census taker with their accents and the census taker wrote what it sounded like as best as possible with very poor handwriting.</p>

<p>The clues I know that I've used to try to pin this down:</p>

<ul>
<li>They were Jewish and it was most likely a town with a lot of Jewish people.</li>
<li>They were born around 1878 and 1876 and came over in 1904 and 1906.</li>
<li>Russia back then had extended boundaries and included much of today's Poland and more</li>
<li>They spoke Yiddish and the town's actual name could have been in Polish or Russian script.</li>
</ul>

<p>The difficulty is that only Louis and Sara came over, with no other family and no one else from their town came with them. Louis was escaping the army in 1904 and Sara joined him in 1906. Determining the town will ultimately unleash a whole new frontier of discovery. I have not yet tracked down their ships records, which is a laborious task, since none of the Canadian ship records are indexed. It is a matter of manually going through the microfilms one by one. I'll need a month minimum to do so. But the information in Canadian ships records are not usually helpful, except for seeing the people before and after, who they might have come with. In their case, I suspect they came alone and the ship's records in my mind will most likely show that. </p>

<p>There is still the possibility that they may have changed names when they came over, if they were afraid of being traced by the army. We don't know of any contact they had with anyone back in Russia after they came over. To the people who remembered them, they never talked about Russia or relatives. </p>

<p>The only other major clue I had was a picture of Louis in the Russian Czar's army which I asked about in <a href=""https://genealogy.stackexchange.com/questions/66/extract-facts-from-an-army-portrait"">Extract Facts from an Army Portrait</a>. The clue it provided is that the picture was taken in Chelm. In a comment in that question, I said (incorrectly) that this record said ""Osek"" which with the record now displayed above, clearly was incorrect. The ""eureka"" in that question was that I thought the town might be Osiek, which is not too far from Chelm. </p>

<p>I followed that up checking out <a href=""http://www.jewishgen.org/jri-pl/town/osiek.htm"" rel=""nofollow noreferrer"">the Osiek listing at the Poland Jewish Records Indexing site</a>, and I have been in contact with Orit Lavi, the town leader. As it turns out, there is no Kessler or Katkow (Sara's maiden name) or anything similar in Osiek. There are at least two other significant towns named Osiek near enough to Chelm, but now my hope that the town was named Osiek is diminishing.</p>

<p>Going back again to the original town: ""Ogec"", ""Oyec"" or whatever. The real problem is that so many towns have the same or similar names in the Poland/Russia area. I've gone through the JewishGen Gazetteer numerous times to try all possible similarly-sounding town names. The problem with any one sound is you either get zero towns listed, or you get dozens. </p>

<p>Examples from <a href=""http://www.jewishgen.org/Communities/LocTown.asp"" rel=""nofollow noreferrer"">the JewishGen Gazetteer</a>: 
""Ogec"" gives nothing.
""Oyec"" gives a town near Mongolia (very unlikely)
""Osec"" gives 70 matches, most of which are in Poland.</p>

<p><a href=""http://answers.yahoo.com/question/index?qid=20100820052633AAvrI00"" rel=""nofollow noreferrer"">The ""j"" sound in Russian</a> is written by two Cryllic characters.pronounced ""zh"" which may make finding the current name of the town difficult. </p>

<p>So yes, I see I've got a lot of research ahead of me.</p>

<p>But what I'd like to know in this question, is if anyone sees any clues in the discussion above that I have missed to help me identify or narrow down which town this may be. </p>
"
"Confirming parentage of Mary (1771? - 1851) wife of John James in Llanfair Nant Y Gof, Pembrokeshire, Wales?","<p>Llanfair Nant Y Gof is a rural parish in Pembrokeshire, consisting of scattered farms and a single mill, plus a couple of ""big houses"". There is no village as such. The population in 1800-1820 was just over 200 according to <a href=""http://www.visionofbritain.org.uk"" rel=""nofollow noreferrer"">http://www.visionofbritain.org.uk</a> and it never got above 250 for the rest of the 19th century.</p>

<p>John James (1771? - 1857) was a miller and Baptist preacher who lived at Trecwn Mill, Llanfair Nant Y Gof from at least 1797 (according to Pembrokeshire Land Tax records, the Tithe apportionments for the parish in 1838, the censuses of 1841 and 1851,  and the death burial and probate records for John).</p>

<p>In censuses from 1841 on, his wife's name was recorded as Mary and her birth year as circa 1771. She died in 1851. The censuses show the family having children between 1798 and 1815; there may be earlier children of whom I have found no trace yet. As the family were Baptists, none of the children's births were recorded in the registers of the local Parish Church. I don't know what chapel they worshipped at, but in any case the survival of Baptist chapel records in this area of Pembrokeshire is very poor.  (The couple were buried in the local parish church, so there is no clue from that as to where they worshipped).</p>

<p>The marriage of John and Mary would have taken place in the local Parish Church, but the Parish Registers for Llanfair Nant Y Gof don't survive before 1801. There are a handful of earlier Bishops Transcripts, but none for the period when the couple would have married.  </p>

<p>There are no property transactions for which records survive at Pembrokeshire RO or the National Library of Wales involving the mill at Trecwn which might shed light on the family.</p>

<p>There are no wills or other records at TNA that shed any light.</p>

<p>In 1809, the will of John Francis of Treberva in Llanfair Nant Y Gof was made and proven (viewable online at <a href=""http://hdl.handle.net/10107/492306"" rel=""nofollow noreferrer"" title=""The National Library of Wales"">The National Library of Wales</a>). In this will, he leaves money to his eldest daughter Mary the wife of John James.</p>

<p>It may also be relevant that John and Mary James named a daughter Frances.</p>

<p>Although there are other John James in Llanfair Nant Y Gof in the early 1800s, there is no other John James married to a Mary. What steps can I take to prove or disprove that Mary wife of John James of Trecwn Mill is also Mary eldest daughter of John Francis of Treberva?</p>

<p>Both Trecwn Mill and Treberva are shown on the 1838 tithe map of the parish and are half a mile apart.</p>
"
"Where are genealogical data standards futures currently being discussed/developed?","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://genealogy.stackexchange.com/questions/25/what-standards-exist-for-the-exchange-of-genealogical-information"">What standards exist for the exchange of genealogical information?</a>  </p>
</blockquote>



<p>The GEDCOM standard has been moribund for many years since it was abandoned by the Mormon church.  There have been a number of efforts to create a more robust and feature-full standard, but they've all collapsed under their own weight before achieving critical mass.  One such effort was the <a href=""http://www.ngsgenealogy.org/cs/GenTech_Projects"" rel=""nofollow noreferrer"">Gentech Data Model</a> developed in 1998 as the core of a next generation standard.</p>

<p>The answers to the related question <a href=""https://genealogy.stackexchange.com/questions/25/what-standards-exist-for-the-exchange-of-genealogical-information"">What standards exist for the exchange of genealogical information?</a> mention a number of more recent efforts including OpenGen, BetterGEDCOM, FHISO, and GEDCOM-X.</p>

<p>Are there any other alternatives to GEDCOM being actively developed?  Where are they being discussed?  How do the various efforts compare among them in terms of features, backers, technology basis, etc?</p>
"
"Finding pre-1900 German records?","<p>I've searched the internet quite a bit, but I'm still unable to usefully find any information on my German relatives - mostly due to the language barrier. I'm looking for records around the early 1900's and back.</p>

<p>In the English speaking world there are a few big names in Genealogy such as the Ancestry sites, but does the same apply for German records? Is there a well stocked website that can help me?</p>

<p>Berlin is the only area I know for definite that I have ancestors, but I'm told that there have been some in the south of Germany too.</p>
"
"Transitioning from person-based genealogy to record-based genealogy?","<p>When we start genealogy we know the persons who are closest to us in time so we are comfortable using software where each person record is a unique ""conclusion"" person. We create a person record for each real person as we add them, and then we add additional facts and events to those records as we learn more. This style of genealogy is called ""person based genealogy.""</p>

<p>When we get farther back in time we can no longer be sure about the exact persons that the evidence  refers to, so we must collect evidence from as many record sources as we can, and only when we think we understand the proper set of persons and relationships that best fit the evidence, can we create the conclusion person records. This style of genealogy is called ""record based genealogy.""</p>

<p>In a nutshell, person based genealogy is when you create your person records first and add facts and events later. Record based genealogy is when you must collect the evidence first and only later, when you have enough evidence to make decisions, can you create the person records.</p>

<p>Today's software systems are based on person based genealogy. Every person record in a database is assumed to be a unique person, and if you discover that two records are the same person your immediate reaction is to merge them.</p>

<p>But when you get far enough back that you must use record based genealogy, you are faced with the problem of recording all the facts and events before you know enough to create the person records to attach the facts and events to.</p>

<p>How do you store the evidence you have collected before you have enough to confidently decide who are the real persons being mentioned?</p>

<p>Personally I use ""persona"" records for this, but there must be lots of other options. Many of the experienced genealogists here have obviously faced this issue and have come up with their own unique solutions.</p>

<p>The question is: <strong>How do you store evidence about persons, once you have reached the transition into record based genealogy, so before you know enough to create the conclusion person records that the evidence applies to?</strong> You HAVE the evidence. You don't yet know what PERSONS the evidence BELONGS to. How do you STORE the evidence so you can find it and evaluate during the decision process?</p>
"
"What are the office codes on the 1911 Census?","<p>This is a snippet I posted in a related question <a href=""https://genealogy.stackexchange.com/questions/6564/children-born-overseas-to-british-subjects-what-is-their-citizenship-status"">Children born overseas to British Subjects — what is their citizenship status?</a></p>

<p><img src=""https://i.stack.imgur.com/eoNcD.png"" alt=""1911 Census Citizenship entry""></p>

<p>I've seen other codes on the 1911 Census forms in red and green ink.  What do the codes mean?</p>
"
"Did uncle of Grace Martin Wills (or perhaps of Matthew Nettell) own the Gosforth?","<p>Quite a detailed story of the arrival of my 2nd great grandparents <strong>Matthew Nettell</strong> and <strong>Grace Martin Wills</strong> in South Australia came down to me via my late mother.</p>

<p>The story, as I recall it, says:</p>

<blockquote>
  <p>Both were only children who eloped to marry in Australia, causing
  their parents to disown them.  They were aided in their passage by
  Grace's uncle who owned a ship called the Gosforth which carried them
  to Port Adelaide where they were married two days later on Christmas
  Day 1865.</p>
</blockquote>

<p>It's a nice story, with elements of truth, but after failing to find any evidence of their marriage in South Australia, I obtained their marriage certificate showing that they married before leaving England on 23 Sep 1865 at Redruth, Cornwall.  Grace gave her age as 17 (I think it was just over 16 and half), and Matthew gave his as 19.  </p>

<p>The marriage seems to have been witnessed by Grace's brother George Wills and her new sister-in-law Eliza Ann Wills (see <a href=""https://genealogy.stackexchange.com/questions/7918/finding-identity-of-eliza-ann-wills-who-witnessed-marriage-of-grace-martin-wills"">Finding identity of Eliza Ann Wills who witnessed marriage of Grace Martin Wills and Matthew Nettell in 1865 at Redruth, Cornwall?</a>).  </p>

<p>In any event, at least one member of the Wills family seems to have been part of the marriage ceremony which to my mind means it was not an elopement. </p>

<p>Matthew was the 6th of 9 children to <strong>Edward Nettell</strong> and <strong>Maria Hocking</strong>, and Grace was one of 11 children to <strong>George Wills</strong> and <strong>Frances Angove</strong>, so both were far from only children. </p>

<p>Matthew and Grace Nettell are listed amongst the passengers who arrived in Port Adelaide on the Gosforth on 23 Dec 1865 so that part is confirmed!</p>

<p>To confirm or refute whether an uncle (of either Grace or Matthew) owned the Gosforth, I am keen to find out who did own the Gosforth at the time of this voyage in 1865.</p>

<p>There is considerable information about this voyage of the Gosforth at the <a href=""http://www.theshipslist.com/ships/australia/gosforth1865.shtml"" rel=""nofollow noreferrer"">TheShipsList</a> but it does not include the owner.</p>

<p>Is there another likely record source that I could use to find who it was?</p>

<hr>

<p>I'll try to add here what I know of the occupations for any of the uncles, but Ancestry is down at the moment.  My recollection is that the occupations I know of are not in the vicinity of ship owning.</p>
"
"Reports of Run Aways, Homeless Children, Orphaned Children in ~1815-1830 PA?","<p>I have a significant gap in my lineage and am trying to determine additional sources to check to make the linkage. </p>

<p>The story goes that my many greats grandfather born in 1815 was a run away and there is no record of whom his parents are or were. One story goes he was lent out as a young child, possibly due to being orphaned, illegitimate, but somewhere in his teens ~1826-1835 he ran away and settled in Western Pennsylvania where he spent the rest of his life. </p>

<p>I have made some attempts to contact the Historical Society of PA researchers (was not overly impressed with their feedback as they didn't provide me anything new and only confirmed information I provided and already had sources for) and didn't come up with anything new. </p>

<p>I also did some online searches for orphanage records for of couple of the counties he may have potentially come from, including someone with the same last name that died leaving his children. I have a suspicion he may have adopted his last name from this individual as I can account for this individuals children's lineage and time/place work out. </p>

<p>To clarify he was Caucassion and his youngest child that died young spelled their last name differently than recorded on Census both with the more German spelling of Sausser vs. Souser. All children after that and his are spelled Souser. His name was Joseph Souser with no middle name known.</p>

<p><em>Note: Edited to be more specific to my research on request as original request was meant to be more general so it could help others as well.</em></p>

<p>~Timeline:</p>

<ul>
<li>Born April 1815; probably Pennsylvania but not a 100% sure of that.
Confident with birth date.  Answered place of birth on census as
""PA"".     (assumed) </li>
<li>1821 there is a death of a someone named ""Sauser""/""Sausser"" that had another child born 1813 in Berks Co., PA that survived. No
mention of second child in documents I have encountered so far in any
documents.</li>
<li>~1826-1828 Believed have ran away and story goes he swam across the Susquehanna River; possibly 'bound out' up to that time before
then. Location Unknown. </li>
<li>1840 Registered place of residence is St. Claire Twp, Bedford, PA. I've checked with them they don't know where he came from.</li>
<li>1840 Either before 1840 or after 1840 he was a Shoemaker's apprentice</li>
<li>1860 Census forward a farmer.</li>
<li>1840+ I have pretty definitive records including record of marriage.</li>
</ul>

<p>So my questions are:</p>

<ol>
<li>Where could I check to determine someone registering or finding
some information they had taken someone in (perhaps a run away or a
orphan) by the person who took them in's name (and preferably also
with a child first name and age at least) but not necessarily adopt
them? </li>
<li>Is there a register of assistance, run away, or something like that
of church or societies that existed listing names of those assisted
but not necessarily they placed into a home. </li>
<li>Is there a register of apprenticeship agreements / or 'took someone in' (not adoption)
that was required by law or was general best practice then?</li>
</ol>
"
"Seeking marriage record for James Slight and Elizabeth Boyd from late 1820s probably near Haddington, East Lothian, Scotland?","<p>I have mentioned my 3rd great grandfather William Slight before in <a href=""https://genealogy.stackexchange.com/questions/3120/finding-edinburgh-map-engraver-apprenticeship-records-of-william-slight-in-1840s"">Finding Edinburgh map engraver apprenticeship records of William Slight in 1840s?</a> and am continuing to pursue his baptism record in <a href=""https://genealogy.stackexchange.com/questions/9662/seeking-baptism-record-for-william-slight-born-ca-1832-near-haddington-east-lo"">Seeking baptism record for William Slight, born ca 1832 near Haddington, East Lothian, Scotland?</a></p>

<p>Here I am looking for the marriage of his parents, my 4th great grandparents, James Slight and Elizabeth Boyd, which I deduce to have occurred in the late 1820s at or near Haddington.</p>

<p>From William's Marriage Certificate I know that his father was James Slight a Mason.</p>

<p>The 1841 Scotland Census verifies James (40; Mason J[ourneyman]), Elizabeth (40), Susan (11), William (9) and James (5) Slight living at Court Street, Haddington.  Note: FindMyPast gives their surname as High - they seem to be missing from Ancestry) </p>

<p>William had a sister, Susan Boyd Slight who, according to her Marriage Certificate was the only daughter of late James Slight, Mason, Haddington), when she married Robert Bruce Ewart (a Mason) on 4 Jun 1852 at Saint Cuthberts, Edinburgh.  Her 1873 Death Certificate in Victoria, Australia records her parents as James Slight and Elizabeth Boyd.</p>

<p>He had a younger brother, James Slight, who according to a declaration signed in Victoria (Australia) by his sister Susan Ewart (nee Slight) in 1867, was born in May 1839, but the 1841 Census suggests it was probably a few years earlier around 1836.</p>

<p>His mother's name was Elizabeth, which I know from his death record and the 1841 Census, and I believe her to have been Elizabeth Boyd who was born on 2 Aug 1796 and christened on 12 Aug 1796, at Haddington, East Lothian, to Thomas Boyd (a Mason) and Susan Cleugh.</p>

<p>His father appears to have been the James Slight born on 5 Sep 1797 and christened on 12 Sep 1797 at Whitekirk, East Lothian, to William Slight and Isobel Young. </p>

<p><a href=""http://www.nrscotland.gov.uk/files/research/list-of-oprs/list-of-oprs-702-725.pdf"" rel=""nofollow noreferrer"">http://www.nrscotland.gov.uk/files/research/list-of-oprs/list-of-oprs-702-725.pdf</a> suggests that the Haddington marriage records for this period should exist.</p>

<p><a href=""https://i.stack.imgur.com/U1uhP.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/U1uhP.png"" alt=""enter image description here""></a></p>

<p>However, when I search the Old Parish Registers Births &amp; Baptisms I am unable to find it.  </p>

<p>Does anyone have any suggestions of where/how else I could look for this elusive marriage record?</p>
"
