title,body
"Lack of head/foam/carbonation in my beer","<p>I've been brewing wine for a few years now but only just recently turned to beer. I've just finished (as in ""consumed"") my first brew and have now got my second one on the go.</p>

<p>Both of my brews are extract/hops type brew. I've done a lot of reading around the subject and dipped into various forums and I think I pretty much understand the whole hopping process and such... however there are a few things I can't find clear answers for... hence my appearance here.</p>

<p>My first brew, a dark ale, tasted really good but didn't have much of a head. I'll explain how I brewed it - perhaps someone can explain if I did anything wrong?</p>

<ol>
<li>Boiled up the extract (2 standard tins) with about 80g of hops in as much water as I could get on my stove top.</li>
<li>Put the extract in my 5 gallon primary fermenter (not a pressure barrel) and topped up to 5 gallons with boiled water.</li>
<li>Added a 20g hop bag into the primary fermenter</li>
<li>Added yeast when the brew was about room temperature</li>
<li>about 36 hours later primary fermentation started... bubbling away nicely after 48 hours. I'm in the UK so I needed to wrap the barrel in blankets - I kept the temperature at around 20oC fairly well.</li>
<li>When fermentation had pretty much finished I siphoned off into a sterilised 5 gallon pressure barrel (no CO2 cannister. Made sure it was quite splashy when I did it. I primed it with about a cupful of sugar and lidded up the barrel.</li>
<li>After another couple of days I was tapping off nice pints of dark ale under reasonable pressure (at least I thought it was reasonable pressure - it might not have been) but with no head. I'd only tap a max of 4 pints a day for my wife and me... perhaps 6 tops.</li>
<li>After another 2 or 3 days I was beginning to get at least a thin layer of small bubbles sitting on top of the pint but nothing approaching a head, as such.</li>
</ol>

<p>So, with my second brew (a light malt/wheat hoppy brew) on the go in my primary 5 gallon bucket (with air trap - not pressurised) I want to try and get a better head. I got the brew going yesterday and by this morning it was bubbling vigorously. I've added extra sugar so it's going to be about a 6.5% brew and I want to put it in my pressure barrel. How and when would I be best to do this, and is there anything else I can do to improve the head?</p>

<p>Thanks for reading and even more thanks for helping! :)</p>
"
"How to know if a bucket is good for fermentation","<p>I bought a bucket on craigslist that was for fermentation. When I got it, it looks like a mess and has no labels on it. I want to be 100% it is safe to use for fermentation. How can I tell? Is there a particular plastic or symbol I am supposed to look for?</p>
"
"Why doesn't FG reach 1.000?","<p>My second beer brew has pretty much finished its primary fermentation. It started at 1.044 and is currently at 1.014... I don't expect it will go much further.</p>

<p>Having brewed numerous wines I understand that yeasts are capable of getting as high as 15% alcohol by volume before starting to be killed by the very alcohol they are making.</p>

<p>By my reckoning this beer brew is currently sitting at approximately 4% but clearly there is quite a bit of sugar left in the brew for the FG to be over 1.014.</p>

<p>Reading around, it appears that this is perfectly normal - pretty much all beers finish well above 1.000.</p>

<p>So... Why does fermentation stop before all the sugar is used up?</p>

<p>Additionally, how do you determine a 'target' FG? Is this something I can do? At the moment I'm still doing extract brews but would like to move on to grains before too long.</p>
"
"How do I use freeze distillation to turn cider into applejack?","<p>In my country obtaining a bottle of applejack is about impossible, while cider slowly gains some foothold. I have managed to obtain a few liters of apple cider for reasonable price and happen to have a decent quality freezer. I'd like to use freeze-concentration to produce some applejack from it, to have a glass of the legendary drink. </p>

<p>I know the ground theory of how that process is supposed to work, but I don't know any details. What is the right temperature? What kind of container should I use? Should it be covered/airtight to prevent alcohol evaporation? How much ice should I allow to form before removing it? Any special techniques of removing the ice? Also, I heard some account that you keep the ice and discard the liquid - is there any truth to that?</p>
"
"properly carbonating my Irish stout","<p>I have just kegged my stout. The fridge currently isn't on, should be powered tomorrow. I've put the co2 up to 25psi to start.</p>

<p>The tank it's still connected and open.</p>

<p>What next?</p>

<p>What temp should I set the fridge too? Do I leave the co2 connected? At what pressure.</p>

<p>I'm totally new to all of this.</p>
"
"Mr Beer Fermentor Leaking","<p>Found an old Mr Beer kit that had never been used. The malt and yeast that came with the kit had expired, so I bought replacements. I followed the directions in the booklet, and put the fermenter in a cabinet. </p>

<p>When I checked a few hours later, a small amount of liquid, maybe half an ounce, was coating the bottom of my cabinet. I put the fermenter on a rimmed cookie sheet, and it is still leaking very slowly, less than an ounce a day. </p>

<p>Should I just toss it? Wait until bottling and see if it's bad? Should I try to fix it somehow? The leak is very slow, so it's hard to tell where it's coming from, and I don't want to mess with it too much. </p>
"
"Making rice wine","<p>I am brewing rice wine using baker's yeast. Can i use baker's yeast for brewing rice wine? Will it affect to the quality of wine? I want to also know, can it get over fermented? What happens during over fermentation? Will it affect to the alcohol content?</p>
"
"Formulating a recipe","<p>Can anyone guess at how to build a clone recipe? Its for Duclaws <a href=""http://duclaw.com/beer/sweet-baby-jesus/#sthash.ypwRgVp1.dpuf"" rel=""nofollow"">Sweet Baby Jesus</a>, a friend requested a clone. Their website only says it's a Black beer, a Chocolate Peanut Butter Porter. Their website only lists the types of grains and hops, but not the amounts. I'm guessing there would be various adjuncts, probably both in the boil and ""dry hopping"" with the coffee (I've done dry coffee grounds before). I'm not sure where the peanut butter flavor would come from though. I can probably guess at the hops, but the grains is where I'd need help, and the peanut butter, that is a mystery to me.</p>

<p>From the website</p>

<blockquote>
  <p>...jet black in color with a tan, rocky head, full body and creamy,
  luxurious mouthfeel. Its lightly sweet, malty flavor is accented by
  rich flavors of chocolate, coffee and peanut butter, and balanced by a
  subtle hop character and moderate 6.5% abv. Sweet Baby Jesus finishes
  smooth, dry, and roasty with lingering notes of chocolate and peanut
  butter...</p>
</blockquote>

<p>HOPS</p>

<ul>
<li>Fuggle</li>
<li>Goldings</li>
</ul>

<p>GRAINS</p>

<ul>
<li>Pale Malt</li>
<li>Chocolate Malt</li>
<li>Crystal Malt</li>
<li>Munich Malt</li>
<li>Brown Malt</li>
<li>Roasted Barley</li>
</ul>

<p>ABV</p>

<ul>
<li>6.6%</li>
</ul>

<p>IBU</p>

<ul>
<li>33</li>
</ul>

<p><sub>An aside, we have tags for this type of post, so hopefully it's still on topic. If not, I can get rid of it.</sub></p>

<p><sub>Another aside, has anyone even tried this beer? Is it worth cloning?
</sub></p>
"
"First time steeping!","<p>I was advised by my LHBS that if I steep 500g of Carapils in 2L of water (for a 23-25L batch) at around 68°C, then use this as part of my boil, then I will have more body and head retention in my beer.</p>

<p>Is this method correct?</p>

<p>Do I use this 2L of water as part of the 11L <em>to be boiled</em> or do I add it to 9L of boiled water to reach the 11L boil size and then proceed as normal?</p>

<p>I use recipe builders as much as possible - do I need to worry about steeping efficiency when I am not trying to create fermentables?</p>
"
"make brewers yeast","<p>I would like to know if i can make nutritional brewers yeast as a supplement at home without it being a by product of beer making?</p>

<p>I have been using sundown brewers yeast and had amazing results in getting a glowing face.</p>

<p>Due to some health issues i am concerned it may be a by product of beer and in addition to that it contains some wheat which i am not allowed to eat at the moment.</p>

<p>I thought of making my own brewers yeast at home with all the nutritional values , without being a by product of beer and without wheat.</p>

<p>I had read that brewers yeast which are intended to be used as  health supplements are primary grown on crops and that are not a by product of beer making.</p>

<p>Can you help?</p>

<p>Cheers!</p>
"
"Is there a way to tell if fruit flies have laid eggs?","<p>I am going cross-eyed trying to tell if there are fruit fly larvae on the walls of my continuous brew kombucha. I have seen fruit flies on the outside, but I don't think they can get in through the two towels and rubber band sealing the top. </p>

<p>I assumed that the specks I saw on the walls were just bits of tea and bubbles, but after doing some research I got a little paranoid. I set a trap to deter fruit flies so I'm not worried about more (if any) infiltration, but how can I know if there are fruit flies inside? Would I just have to wait for them to mature and see if I have fruit flies buzzing around inside after some amount of time?</p>

<p><img src=""https://i.stack.imgur.com/QMDSq.jpg"" alt=""bubbles or laravae?""></p>

<p>The scoby is seen at the bottom of the picture. There is a distinct line of bubbles. That isn't what I'm worried about; that's normal. What I am concerned with is the specks stuck to the wall that aren't touching the scoby. </p>
"
"Dry Hopping Question","<p>I am super new to brewing but extremely ambitious. I just have a dry hop question so I hope you see this. So I'm currently fermenting a double IPA with Columbus for bittering and Cascade for aroma. Well i'm a huge fan of citrus in my IPAs and I want to dry hop with 2 oz Citra and 2 oz Cascade to bring up my hop aroma. The question is, I am waiting until i rack to secondary, but I want to just drop the pellets into the carboy without a bag since its a narrow neck glass 5 gal. When would you recommend throwing the hops in since i wont be able to extract them. I am going to filter on my racking cane when i siphon into bottling bucket. Can I just toss them in, and rack on top of them from the primary? Should I wait until the last week in the secondary? Should I rack into secondary, pitch the hops in and seal it up for the entire 14 days? Hope someone can help!</p>
"
"Must won't ferment, too sour?","<p>I prepared a must for a mead last weekend (recipe below) and after a whole week there has been no fermentation activity. I took a pH reading and it came in at <strong>4.4</strong> - is it likely that the must is simply too acidic for the yeast? I added a teaspoon of CaCO3 and stirred it in - got a small fizz - so will wait and see if that works. Should I re-pitch more yeast?</p>

<p>16L mineral water
4kg cherry blossom honey
4kg peeled, stoned, and pasteurised lychees
11g US-05</p>

<p>I pitched the yeast at 20 degrees, after aerating the cooled must. There's 20L of must in 2x10L fermentors. I added 1tsp of yeast nutrient in each fermentor, along with 1tsp of pectic enzyme and 1tsp of tartaric acid. When fermentation hadn't started after 2 days I prepared a yeast starter with another 11g of US-05 and the starter was fine, so I know the yeast was healthy when I pitched.</p>

<p>Any suggestions gratefully received.</p>
"
"Brewing a 1860-1890 IPA","<p>My wonderful wife bought me a book on the history of IPAs for Christmas, which I have read a couple of times. This book has some extracts from old brew logs regarding the proportions of malts and quantities of Hops to use. Equally for primary fermentation I intend to use a London Ale Yeast.</p>

<p>But, this is where I have been debating what to do. It mentions that these IPAs were matured in large oak vats, and we all know were transported over seas. They that these vats were likely to have Brett and other wild yeasts. </p>

<p>Any better ideas how I should go about replicating this secondary fermentation?
I was thinking to chuck into the secondary Brett + 1'' oak cubes.</p>

<p>Also, how concerned should I be about infecting my basement with Brett or similar wild bugs?</p>

<p>And, anything any of you wish you had been told before you did your first Brett/Wild/Lambic brew?</p>
"
"Watermelon beer, anyone tried brewing?","<p>I am new to brewing and was thinking of trying to brew a fruit beer. I saw that there were watermelons for sale cheap at my local green grocers and wondered:</p>

<ul>
<li>At what stage I should add this to my beer? </li>
<li>How much should I add?</li>
<li>Should I add just the juice or the pulp as well?</li>
</ul>
"
"Making small batch of wine","<p>I normally make 5 gallon wine kits. I purchase a 1 gallon kit and I have 6 gallon fermentor. Will this hurt the wine using the same fermentor? Do I need to get smaller fermentor for small batches?</p>
"
"Opinions on my hop schedule for double IPA?","<p>Being only a third time brewer, and feeling ambitious and experimental i decided to step away from kit directions and experiment. anyone have experience with the following combo? any opinions on how this will taste?</p>

<p>2 oz Columbus: 60 min (bittering)
2 oz columbus: 15 min
2 oz cascade: flame out</p>

<p>3 oz Citra: dry hop week before bottling
1 oz simcoe: dry hop with citra week before bottling</p>

<p>thoughts? suggestions? thanks!</p>
"
"What is a vorlauf?","<p>The other day while reading around the mashing and sparging process I came across the word <em>vorlauf</em>. The meaning was unclear from the context. Is vorlauf a substance, a condition, or an activity? Is it good or bad? Also, how do I pronounce it?</p>
"
"What's the difference between top fermenting and bottom fermenting?","<p>Some friends and I are attempting our first home brew. When the question came up I couldn't answer except to say that lagers are one and ales are another. I understand the some of the basic principles of fermentation from my college days in biochemistry but what are the differences between the two fermentation methods (right word?)? Be as detailed as you can/care to be please!</p>
"
"Dr Rudi (super alpha) hops NZ, experiences?","<p>Last night a friend at our brewing space passed me a new bag of Dr. Rudi Hops and said ""we just got this in would you like to try it in your brew this evening?"" I of course said yes. </p>

<p>Only now do I think to ask has anyone here used this hop before? </p>

<p>how: bittering, flavor, aroma?</p>

<p>And most importantly... What was it like? </p>

<p>It said 11.7% AA on the pack, but I only used it for aroma. </p>
"
"Heat spreaders on electric elements","<p>I use electric kettle and hlt, the issue I keep having is that the brews keep coming out darker than I want. This went unnoticed when brewing stouts and bitters, but I have tried a couple of very pale summer ales and a light pilsner, all of which came out a touch too dark.</p>

<p>I have been scratching my head and I was wondering if it is the concentrated heat of the elements caramlising the sugars?</p>

<p>Then if a heat spreader on the element would help, and if it would how would I go about making one? </p>

<p>Any hints? </p>
"
"American Stout addition Suggestions","<p>Brewed a really nice American Stout last night. notes of chocolately roasted coffee all throughout. the predicted abv was 6% according to kit which i followed to a T, but as i was taking my OG i dropped the hydrometer and it broke. My question is, similar to dry hopping (im not going to dry hop) what are some post fermentation additions some people do. And, since they most likely are not antimicrobial, how can I sanitize them before adding to my carboy? Was considering cocoa and/or whole coffee bean. It's a 5 gallon batch and I don't want to over do it on any flavors, so quantity recommendations are welcome too.</p>

<p>Secondary question: is there a way to find my abv now that I missed the OG?</p>

<p>thanks, you guys are helping me tremendously. </p>
"
"i want a keg cooler that is cheaper than kegerator","<p>Looking into buying a 5 gal ball lock keg, i have the Co2 tanks, a tap, and gauges/hoses. I want to save by just purchasing something to keep it all cool. Strapped on cash at the moment but want to keg. Dont have the $450 at my disposal right now. Any alternatives? literally have everything but the keg and a something to keep it consistently cold. ideas? experiences? or just save my money.</p>
"
"Help! Started my lager at 16degs C for 3 days (instead of 14C) - ESTERS!","<p>Good day!</p>

<p>Brewing a Czech pilsner
OG 1.046 (brought it down from 1.056)
Yeast: Wyeast 2278 (1 litre starter) - 10-14 degs range
22L batch</p>

<p>My temperature control on my fridge said 14degs but a belated check confirmed 16degs, which would explain the very vigorous fermentation throwing off a lot of sulphur. </p>

<p>I've corrected it down to 14 degs after 3 days.</p>

<p>What is the recommendation to try and counter balance the ester formation:</p>

<ol>
<li>Should I go lower to 10-12C stepwise?</li>
<li>Should I bring fwd / delay my D-rest?</li>
<li>Keep to normal practise and lager longer?</li>
<li>Just chill out and accept it's a fruity lager that will be perfectly ok to drink just not win any prizes....</li>
</ol>

<p>thanks!
Aran</p>
"
"Minimal neccesary time in primary/seconday for a barleywine-braggot","<p>I am still rather beginner (so far a couple of batches), but for the last batch I have taken a brave (irresponsible) step and went for a barley wine-braggot beer. For batch of 22 l In have used +- 6 kg of pale extract, 1 kg of specialty grains (crystal + a bit of chocolate malt) and after 3 days added 2 kg of pasteurized honey into the primary. Fermented with Magrove's Jack Newcastle yeast, keeping it at 19-20 degrees.
rack it into secondary for another month and then bottle - but it was based partly on reading, partly on guess. As I am reading into it, I am staring to hesitate. The thing is, I have only a plastic secondary (a large thin-walled plastic bottle you can buy water in for a water cooler) and I am not sure, is it better to rack into thin plastic secondary, or go for bottle conditioning? 
Also, how long is usually necessary in secondary? I know the longer the better, but when can I more or less expect for the edges to smooth a bit?</p>

<p>Thx for your experience...</p>

<p>Cheers</p>
"
"Home made copper chiller oxidation","<p>I am in the process of building a fermentation temperature controller (in the same spirit as the grainfather glycol chiller), the process is mostly done and I am testing the system with water.</p>

<p>The heat exchange is made through a hand-bent copper tubing plunged in the fermentation vessel; the problem is, after a day or two, the water inside the vessel takes a light yellow tint and there is a rust spot at the bottom of the vessel (the chiller touches it).</p>

<p>So my questions are, will this affect the beer? Is there a way to prevent it? I am thinking the yeast will eat the oxygen, preventing oxidation but will it be enough? worst case scenario I'll buy an inox chiller but its a bit against the DIY spirit :)</p>

<p>Thank you for your time!</p>
"
"Fermentation time for APA with 1.080 OG","<p>I brewed my first batch (APA) and while boiling I lost way too much water which resulted in higher OG. Expected was 1.050 but I got <strong>1.080</strong>.
I added Safale US-05 (1 pack) and left it to ferment at 20°C (68°F) for 17 days.</p>

<p>Being impatient, after 17 days of fermentation, I started cold crashing my beer without measuring my FG. 
It's now on 3°C (37°F) for 36 hours (it took me 12h to bring it down from 20°C to 3°C) and I plan to leave it like that for another 48h.</p>

<p>After that, I'll go and (try) to bottle it.</p>

<p>My question is, what can I expect?
Do you think yeast managed to do it's job in those 17 days?
What should I do if my FG is high?
Recipe says it should be 1.010 but what would happen if it's a bit higher?</p>

<p>Sorry if there's too much questions.</p>
"
"Droping beer with Brett in Carboy","<p>I brewed a Belle-Saison and it's been in a carboy for 1 month now. Someone with a lot of experience told me he once bought a beer with Brett (Beer was ""Orval"") and droped the last 100ml into his fermenter and waited about 40days.</p>

<p>I never brewed a sour and I am more of a scientific approach normaly, but I am curious about this one.</p>

<p>What do you think? Will I get the result I am hoping for?</p>
"
"Dry Hopping Cider","<p>I’ve taken to making Cider and quite enjoy it. I now finalize my fermentation (temp controlled) at 1.015Gs before bottling or kegging. In the case of bottling I still prime with sugar and then test after two weeks - once I’m back at 1.015Gs I pasteurize the sealed bottles to halt fermentation. I am interested in hopping my cider now but I’m unsure of the process to follow.</p>

<p>I imagine it’s all dry hopping, but what hops, for how long and at what stage?</p>

<p>Additionally will the final pasteurizing process change the flavor because of the hopping?   </p>

<p>What do you do? </p>
"
"Graham cracker beer or wine","<p>How does one go about making a beer or wine with a graham cracker taste?</p>

<p>I was thinking cracked wheat berries and sweetened with honey, but I also heard hefty
Amounts of wheat germ and wheat bran are good starts.</p>

<p>Anyone with some experience getting that particular flavor without resorting to extracts?</p>
"
"Is it wise to dissolve priming sugar or gelatin in water the day before adding it to the beer?","<p>One of the biggest time consumers I have on bottling day is cooling down the sugar to room temperature. So I have been thinking about sanitizing a small container the day before bottling, dissolve the sugar there, and seal the container.
The solution should cool overnight and be ready to add to the bottling bucket the next day.  Is this wise?</p>

<p>And on that note, I was thinking about doing the same for the gelatin I use to clear my beer, so once again, is this wise?</p>
"
"How do you feel about Swing Top wine bottles?","<p>The question says it all. I am sure they are great for wines that will be consumed young, but what about for wines you are going to store for longer periods of time? Months, years?</p>
"
"Ale Popped the Bung","<p>This is my first brew, so I kinda look at it as a rite of passage, but I had 5 gallons of brown ale fermenting in a 6.5g carboy. The airlock was super active for the first 16-18 hours. Soon after that I came into the closet I was fermenting in to an explosion. Needless to say the carpets ruined in there with a gallon or so of wort and hops spread on my carpet, clothes, and walls.</p>

<p>I moved the ale to another cool location and used a sanitized blow off setup (like I should've from the start if I wasn't such a noob) and it was still active, bubbles every couple of seconds for the rest of that day.</p>

<p>That was 3 days ago and it seems it has quieted down substantially. Yesterday I observed 2 or 3 bubbles. Wasn't watching it closely but just poking my head into the room. Haven't had much time to watch today.</p>

<p>My questions are:</p>

<ol>
<li>Is this guy ruined?</li>
<li>If it is still okay do I really need to wait the 2 weeks for when the kit said it would be ready or should I read the lack of activity as my sign it is done doing what it will do?</li>
<li>Is there anything I could do in the current state to make things better for this batch?</li>
</ol>

<p>I think regardless of what happens I'm going to try this again, if nothing else to prove I can do it.</p>

<p>Thanks for the help, in advanced!</p>
"
"Why has the Specific Gravity to Potential Alcohol conversions changed?","<p>Ok, so I have implied but not said outright that I have been making wine for almost 30 years, but what I have also implied but not outright said is that there has been a break in that amateur winemaking career due to a divorce and moving across the country. You might notice some of my questions here, or posts elsewhere on the web were quite prolific, then I disappeared for a few years and I am back again.</p>

<p>Ok so this explains why I am asking this question. Below I am detailing my question.</p>

<p>Previously, I was sweetening my musts to target 1.100 in SG or a little more in order to get a decent ABV at 14-15%. However, for the last few weeks I have been using my hydrometer and noticing that 1.100 now corresponds to closer to 12.5% ABV. I have checked my old books and yes conversion tables ARE what I thought they were, but looking at conversion tables on the internet today show that 1.100 is between 12.3 and 12.7% ABV. What used to be universal appear to not be accurate and what is generally considered universal today doesn't match the past.</p>

<p>What gives? Are hydrometers and conversion tables entering in a calculated error to account for other solids in solution or what?</p>
"
"How can I make maple bacon mead?","<p>I never made a beverage with meat in it so I'm a little scared. I think I can bake the bacon to make it crispy, then crumble it into the mead. Will it be safe to sit for a month of fermenting? Is that the best way to make a bacon flavor mead? (I will also put a quart of maple syrup in it.)</p>
"
"Adding Additional Pumpkin To My Porter","<p>I'm brewing a extract Pumpkin Porter kit and just transferred from primary to secondary. I tasted it and I could taste the spices but was wondering if it was too late to pumpkin it up a little. Could i add something now, If so what exactly would I add, Caned pumpkin? Or is it already too late? </p>
"
"differences acid blend formulation","<p>E.C. Kraus AC190 acid blend for wine making uses the following formulation:</p>

<ul>
<li>50% Citric acid </li>
<li>25% Malic acid</li>
<li>25% Tartaric acid</li>
</ul>

<p>LD Carlson acid blend is composed of the following:</p>

<ul>
<li>40% Citric Acid</li>
<li>50% Malic Acid</li>
<li>10% Tartaric Acid</li>
</ul>

<p>Is one better than the other? For which type of wine is each blend most suited? And why?</p>
"
"Pressure Fermenting an IPA, how long and at what pressure?","<p>I'm using a FermZilla Fermenter I plan on using a pressure fermentation method.
This will be the first time doing this I would to get some advice from those who have done this.</p>

<p>length of time under pressure?
Temperature while under pressure?</p>
"
"Balloon-airlock filling up fast","<p>So I’m making some very simple mead (it’s my first time) and I use a balloon on top of my “container” to make sure it doesn’t blow up. But the balloon has already been blown up quite significantly in only about five hours. Is this normal? It seem a bit much?</p>

<p>Too much yeast?</p>

<p>Sorry for not knowing much about this.</p>

<p>Update: Thanks A lot for the help :-)</p>
"
"Fast secondary fermentation (wine)","<p>I put my wine in secondary at 1.025 and in 1 day it was down the 1.002. Why so fast? Did I do something wrong? Do I just let fermentation play out or do I stop it?</p>
"
"Is it possible to cork screw-top wine bottles?","<p>Do normal corks and normal corkers work with them? Is there a greater risk of breaking the neck of the bottle during corking?</p>
"
"How does lemon juice ferment into hard lemonade?","<p>I'm interested in making a hard lemonade after my cider is done, but I'm having a tough time figuring out how the recipes I've found actually work, and what's the best way to ferment lemon juice.  What I'm looking at doing is grabbing some good organic lemon juice from Whole Paycheck, adding some kind of sugar (agave nectar, cane sugar, whatever...), then throwing on yeast and walking away.</p>

<p>From what I've read, yeast like an acidic environment (pH 4.5-5.5), but not as acidic as lemon juice or lemonade (ph 2-3), so I'm confused on how to build my mash if I need to compensate for that.</p>

<ul>
<li>Is the pH something I really need to worry about when making a hard lemonade?</li>
<li>If I add water to bring my pH up, it seems like it will take a ton of water since that's also slightly acidic.</li>
<li>Do I need to add something like baking soda to bring my pH up, and to what level?</li>
<li>Even if it does ferment without adding anything, will the environment cause unwanted flavors or other effects?</li>
</ul>

<p>Thanks,
Mark</p>
"
"Corn Sugar Off Flavors","<p>I know there is a substantial amount of debate regarding whether to use DME or corn sugar or table sugar to bottle prime, but I wanted to ask the question if priming with simple glucose, can perceivable off-flavors be introduced?</p>

<p>I tasted a bit of an IPA I made prior to priming, and i was a clean, neutral, hop-forward with some malt flavor.  Then I bottle-primed and noticed something very similar to other beers I have made.  Its almost a cidery/green apple flavor that other people can't necessarily notice but is unmistakeable to me, and was NOT present prior to me bottling.  </p>

<p>The only other possibility is, I will often (and did in this case), add my dissolved sugar syrup to the bottlin bucket AFTER I rack the entire batch to my bottling bucket.  I pour the sugar solution VERY slowly down the side of the bottling bucket to minimize oxidation (but maybe still get some?).  I do this because all of my fermenters/secondaries aren't marked for volume, and I want to be precise in calculating the weight of the priming sugar.  I know that oxidation typically tastes like cardboard though, and not acetaldehyde.  </p>

<p>The firkin specialist at a local brewery told me to NEVER prime with corn sugar, and always prime with DME.  He says the former ""just gives it that homebrew flavor"".  However, I've heard that DME can be incredibly imprecise when used for priming.  </p>
"
"Bottle carbonation - too much priming sugar?","<p>I posted a <a href=""https://homebrew.stackexchange.com/questions/5936/combating-diacetyl"">question</a> here before about what I decided was an 'extract twang' flavor. I tried a bottle from batch #2 yesterday, and I noticed the same thing. Here's where it gets interesting.</p>

<p>My brew has only been in the bottle about at week so far, and the situation was the same last time I noticed this, so I'm beginning to think that the flavor is potentially from unconsumed priming sugar. Could that be? Also, I found the carbonation level to be just fine, and I'm worried about over-carbonation if there is still priming sugar left. </p>

<p>I had the same fear for my <a href=""https://homebrew.stackexchange.com/questions/5955/variable-carbonation"">last batch</a> and decided to refrigerate it in order to stop the yeast from carbonating further. This ended up causing around a third of the bottles to be under-carbonated.</p>

<p>So if this is priming sugar related, would I be better off stopping the carbonation now, risking slightly sweet/flat beer, or should I continue letting it rest, and risk bottle bombs?</p>
"
"When should I hydrate my dry yeast?","<p>I'm brewing beer tonight (in roughly three hours) and I've decided to try rehydrating my dry yeast instead of throwing it directly into the cooled wort. If I boil a couple cups of water, how long does it usually take to get down to 90 degrees so I can pitch the yeast into it? How long can I keep the yeast in the water? How/when do you guys rehydrate your dry yeast?</p>
"
"What's causing the recent spike in the price of used Corny kegs?","<p>Used corny kegs came from the soda industry, but stocks seem to be drying up pretty quickly. Prices have gone up from $20 per reconditioned keg about 4 years ago to around $50 today (some are asking that just for used kegs.) Outlets that I've previously used don't have any kegs, altough I've managed to find one reseller offering a resonable price. What happens when the supply dries up completely? What's the future in kegging with cornies?</p>

<p>EDIT: I'm looking for tangible, factual answers rather than opinions - alternative systems, estimates of how many used kegs are still to be released and other facts to support investing in a keg system now.</p>
"
"Sanitizer sucked back into beer, dangerous?","<p>So I just fermented a 80 Shilling and thought I would try cold crashing for the first time. I dropped it from mid 60's to 38 or so in a 24 hour period and it sucked about 4 cups of sanitizer up the blow off tube and into my 5 gallon batch. The sanitizer was the usual dilution to half ounce per 5 gallons.</p>

<p>couple questions:</p>

<ol>
<li>Is the beer safe to drink?</li>
<li>Can I re-pitch the yeast into another batch or is it damaged?</li>
<li>How do you prevent suckback when cold crashing???</li>
</ol>

<p>Edit: The sanitizer is StarSan.</p>
"
"5 gallon recipe calls for 3 gallon wort, rest added. Can I use all 5 to make wort?","<p>Relatively new brewer here. I have a recipe that says to boil three gallons of the water in a five gallon pot (to create the wort). And then later to add in the remaining water. I bought an eight gallon pot. Can I just boil all five gallons of water to create the wort? Or is that bad? </p>
"
"How fast should I run water through my wort chiller?","<p>My father-in-law got me a wort chiller for my birthday, one of those copper coil immersion jobs and I'm now putting it to the test.  This is only my second batch of beer, so I'm pretty new at this.</p>

<p>How fast should I be putting water through the chiller?  I've seen elsewhere that folks note that they're done chilling the wort when the water coming out the hose is cool, but mine was never hot.  Should I run the water quickly to put as much through as possible, or slow it down so the water actually has a chance to get hot before coming out the other end?  I'd sorta like to err on the side of using less water since I don't have a good way to capture it and reuse it at the moment, but that's not a huge concern.</p>
"
"Chilling wort before pitching yeast","<p>I know it is important to chill wort to &lt;80 before pitching yeast, and that quality of final beer is affected by the speed with which the wort was chilled to this point, and there are various methods of doing this, wort chillers, ice baths etc. The instructions on the extract kit (NB) say when it is cooled, transfer to a container containing 2 gallons of cold water.</p>

<p>My question is, why not keep 2 gallons of water chilled in the fridge, and add this directly to the wort immediately after the boil?  this will cool the wort to pitching temperature immediately, which will surely reduce the risk of issues!?  I use gallon jugs of spring water so there should not be any contaminants in the water.</p>

<p>is there a good reason why i should NOT do this?  i used this method for my last batch and do not detect any issues, but as its so easy i am surprized i have not come across this as a recomended technique (and negate the need for buying a chiller).</p>
"
"How much effect does light have on fermenting beer?","<p>If I keep my fermenting beer in my living room, should I cover it with blankets or otherwise keep it out of the light?  I've seen topics on brewing referencing this, but most just settle for ""why take the chance?""</p>

<p>I'm hoping for a little more clarity on the matter.</p>
"
"Dealing with hot and cold breaks","<p>I'm curious to hear how folks remove the hot and cold breaks in their brewing process? With the hot break, I try to spoon out as much as I can, but this often feels like fighting the wind.</p>

<p>When it comes to the cold break, I have a tough time determining where the wort ends and the cold break begins. I try to leave as much of the hop sludge left in the bottom of my boil kettle as I can. Is this considered the cold break?</p>
"
"Any difference in the metal used for a wort chiller?","<p>I am planning to buy a wort chiller. I have used a friend's, which was copper. Now, online, I see some that are stainless steel.</p>

<p>Is there any real difference between a copper and a stainless steel wort chiller? Reviews online make it seem that homebrewers prefer copper claiming that it is able to cool the wort faster. But there are also conflicting reviews saying the difference is marginal or nil.</p>

<p>Besides the cooling, is there any other consiquence / benefit from either?</p>
"
